AyanBaqurMoarsmenComplete_0508,Moarsmen_on_the_Shores_(Ayan_Baqur),,,Player has completed the Ayan Baqur portion of Moarsmen on the Shores
KilltaskRareGame_0609,Rare_Game_Kill_Task,,,Rare Game Kill Task
LegendaryQuestCounter_0913,Legendary_Quests,,,Number of Legendary Quests Completed for Contract
RenegadeMeat,Renegade_Bone_Charm_Quest,,,You have opened the chest containing Meat.
TuskFemalePickUp,Female_Tusker_Tusk_Quest,,,Tusk picked up from a Female Tusker.
BraceletLouEiQuest,Lou_Ei's_Stolen_Bracelet,,,Bracelet Lou Ei Quest
ClimbedViridianDeru,Climbing_the_Viridian_Deru_Tree,,,quest timer
DireMonougaTitle,Dire_Champions,,,Player has received Dire Champion Monouga Title.
KilltaskCorruptedGravestonesWait_1311,Corrupted_Gravestone_Kill_Task,,,Corrupted Gravestones Kill Task
KilltaskGraveyardSpiritWait_1309,Graveyard_Spirit_Kill_Task,,,Graveyard Spirit Kill Task
YaraqHeadMarionetteMadStar1204,Search_for_Abmim_ibn_Ibsar_&_Mad_Star_Investigation,,,Yaraq Akyafi Quest
AetheriumCoreFragmentPickupTimer,Unleash_the_Gearknights,Pick up Fragment from Iron Blade Lieutenant,,Pickup timer for Aetherium Core Fragment
desertcactuskillcount,Desert_Cactus_Kill_Task,,,Desert Area Cactus Kill Counter
MagicItemTraining1,Bleeargh's_Gratitude,,,You have been blessed by Bleeargh to learn item enchantment.
ProdigalHumanPotionAcquired_1107,Aerbax's_Prodigal_Human,,,Player has acquired the Paradox infused potion
KnorrGem1,Halls_of_Knorr,,,Received Knorr Gem
TaskSpawnPoolsWait,Moarsman_Spawning_Pools,,,TaskSpawnPoolsWait
FreebooterKillTaskBoss3Wait0809,Moarsmen_Jailbreak,,,Verdant Moarsman Kill Task
KillTaskIntenseWispsShiVolwait,Crystalline_Adventurer,,,Crystalline Intense Wisp Kill Task Shivering and Voltaic
KnifeDahQuest,Rusted_Knife_Quest,,,Retreive Nurbaha bint Dah's Knife
TaskGrave2WallCarvingStarted,Tracing_The_Stone,,,Started GraveYard Wall Carving
VirindiTatteredCloak,Singularity_Weapons_Quest,,,Tattered Virindi Cloak
fachubgreenmiregrave,Facility_Hub_Quests,,,PERMANENT - FC Green Mire Grave Quest
RenegadeChorizite,Chorizite_Veined_Shield_Quest,,,You have opened the chest containing Chorizite.
virindiparadoxkillcount,Virindi_Paradox_Kill_Task,,,Virindi Paradox Kill Counter
ChampionQuest07,Elari_Wood_Bow,,,Pick up ExquisiteElariBowHaft
CrystallineMarker25x,Crystalline_Markers,,,Found 25 Crystalline Markers
RoadsNuhmudira1,Soul_Stone_Quest,,,You have been sent to collect a book for Nuhmudira.
HAUNTEDMANSIONDUNGEONPERMISSION,Frest_Greelving's_Haunted_Mansion,,,Player has permission to use Dungeon portal
HeaToneawaCompleted,An_Aun_Hea_Romance,,,Hea Toneawa and Aun Mariona quest. Toneawa sends players on this quest only once a day.
RithwicMindorlaLetter,Mindorla's_Letter,,,Rithwic Mindorla Quest
HouseStatueGolemGiven,Bronze_Statues_Quest,,,Player has given received this house statue and can't get another one for a week.
offeringxikminru,The_Temple_of_Xik_Minru,,,Pickup timer for Xik Minru Temple Offerings
TaskDIRuschkBossKillTask,Defeating_Vaeshok,,,Counter for Society Task Vaeshok
BurunLiberator_Start,Burun_Liberator,,,Player has started Burun Liberator Quest
PickedUpAzaxisToken,Colosseum_Bosses,,,Pickup timer for Azaxis Token
RhujunSwampStoneGiven,Gateway_to_the_Deep,,,Swamp Stone given to Rhujun
TotalGolemMudSludgeLordDead,Mud_Golem_Sludge_Lord_Kill_Task,,,You have killed some Mud Golem SLudge Lords
TURNEDINCOIL,Arcane_Pedestal_Quest,,,Player has given Slithe the coil
EmpyreanPortalspaceStabilizerHigh_Start,The_Empyrean_Portalspace_Stabilizer,,,Player has started the high level Empyrean Portalspace Stabilizer Quest.
AerlintheBellows,Lady_Aerfalle_Quest,Hand Pyreal Forge Bellows to Smithing Golem,No flag for pickup,Aerlinthe Bellows Found
PickedUpJoroshiKey,Adept_Test,,,Pickup timer for Joroshi Key
GeraineStudyKeyPickup,Mhoire_Infiltration,,,quest timer
glendeninvadersblockadeN,Glenden_Wood_Invaders,Kill 1 Blockade Guard at North,,Glenden Wood Invaders Blockade Guard North
ShoushiBraidKatar1204,Lou_Ka's_Stolen_Items,,,Retreive Lou Ka's Katar
EastwatchMoarsmenComplete_0508,Moarsmen_on_the_Shores_(Eastwatch),,,Player has completed the Eastwatch portion of Moarsmen on the Shores
goldknightmedallion,Defense_of_Zaikhal_(Gold),,,Defense of Zaikhal Medallion Pickup Timer Gold
BlackSpearTempleUpperLevel_Flag,Rossu_Morta_Chapterhouse_Access,Speak with Melaverre,,Access granted to the Black Spear Temple Upper Levels
GrimySeaInvasionKey_Pickup,Moarsmen_on_the_Shores_(Eastwatch),,,Pickup timer for Grimy Sea Invasion Key
KilltaskViridianZefirWait,Viridian_Zefir_Kill_Task,,,quest timer
SpringGolemGiven,Bronze_Statues_Quest,,,Player has given this spring and cannot give another for one day.
TCSTurnin1,Drudge_Plan,,,Player has turned in a piece of torn scrap
KillBoshBosh_Start,Killing_Bosh_Bosh,,,Player has started Killing Bosh Bosh
LoShoensPackRatsKilled_1107,Grave_Rat_Kill_Task,"Flag to use the bag, upon turning in the kill task",,Check that Grave Rat KT is done before using bag. Different from bags 3 day timer.
GerainesBodiesBookOne0412,,,,quest timer
glendeninvadersblockadeguards,Glenden_Wood_Invaders,Kill 1 of each blockade guard,,Glenden Invaders Blockade Guard quest cooldown timer
RECEIVEDTHORSTENARMORARMOR,Thorsten_Cragstone's_Armor_&_Axe,,,Player has completed obtaining replica of Thorsten's Armor
BethelCompleted02,Raeta's_Necklace_Quest,,,Bethel of Butterflies players may pick the key off the boss monster only once a week
RossuMortaChapterhouseAccess_Wait,Rossu_Morta_Chapterhouse_Access,,,Player wait timer for Rossu Morta Chapterhouse Access Quest
ShoushiNenAiCheese1204,Nen_Ai's_Pet_Drudge,,,Retreive Cheese for Nen Ai
Below this section is an unconfirmed data dump from server ---- will move flags up as I confirm them/they are in game.,,,,
FrozenFortressTestingGroundsKilltask_0513,Frozen_Fortress_Testing_Grounds_Quest,,,Frozen Fortress Kill Counter
chestchorizite72171,Purging_the_Corruption,,,Used Chorizite Chest in Curator of Torment's Study
KillTaskRiftUmbralWait0907,Umbral_Rift_Kill_Task,,,Umbral Rift Kill Task
KilltaskOlthoiNettler,Olthoi_Nettler_Kill_Task,,,Olthoi Nettler Kill Task
drudgelurkerkillcount,Drudge_Lurker_Kill_Task,,,Drudge Lurker Kill Counter
platinumlegionchestkey,Defense_of_Zaikhal_(Platinum),,,Pick Up Key for Platinum Chest
GauntletArena2RB,Gauntlet,,,Player/fellow stamp for Arena 2 access in Gauntlet.
ViamontianKnightsKillTask,Torgash's_Tasks,,,Viamontian Knights Kill Task
SpiritedCompleted_0813,Shroud_of_Emotion,,,quest timer
TanadaSlaughterScrollFinished_0912,Tanada_Slaughter,,,quest timer
MartineRobe,Gaerlan's_Citadel,,,Player has picked up the Robe.
ChampionQuest03,Virindi_Scalpel_Quest,,,Pick up VirindiScalpelHilt
heawindreavekillcount,Hea_Windreave_Kill_Task,,,Hea Windreave Kill Counter
UsedLumWisp30k,Hidden_Presents,,,Player used Luminance Wisp.
boneylumpoffleshpickuptimer,Shield_of_Isin_Dule_Quest,,,Picked up Boney Lump of Flesh
TouchedPvPHateEffigy800205,Mausoleum_of_Slaughter_Quest,,,You received an XP award from the Effigy of Slaughter
TanadaSlaughterScrollStarted_0912,Tanada_Slaughter,,,quest timer
BraceletEbuillantPickup,Empyrean_Acid_Propylaeum_Quest,,,Player has picked up Ebuillant Bracelet
ChestQuestRelic,,,,Opened a ChestQuest
SocietyAugInProgressWait,Society_Infiltration,,,Countdown to clean up after Society Aug run
HardenedBone_Pickup,Composite_Weapons_Upgrade,,,Player has picked up the Hardened Bone.
MaruunWeek2Done,Portal_Space_Time_Travel,,,quest timer
MuckyMoarsmanKillTask,Mucky_Moarsman_Kill_Task,,,Mucky Moarsman Kill Task
ClaudeGotReflection,Delving_into_Claude's_Mind,,,Human got its reflection in Claude's Mind.
ChestQuestAubereanMap,Resting_Place_Quest,,,Opened a ChestQuest
xikminrutrophy32024,,,,Offering of Xi Minru given
PickedUpSarcophagusHookable,Dark_Towers,,,You've picked up the Shadow Stone Necklace.
KilltaskPutridMoarWait_0307,Putrid_Moar_Kill_Task,,,Putrid Moar Kill Task Wait Timer
EmpyreanRescueCompleted_1010,Empyrean_Rescue_Quest,,,Player has completed the Empyrean Rescue Quest
SpeakCorrect,Oswald's_Dirk_Quest,,,TBD
olthoidronekillcount,Olthoi_Drone_Kill_Task,,,Olthoi Drone Kill Counter
ShellGameShellAnswer1,Clutch_of_Kings_(Keerik),,,You have seen the shell game.
RareGameKillTask,Rare_Game_Kill_Task,,,Rare Game Kill Task
SimiStatuePickUp,Retired,,,Player has picked up this weapons and cannot pick up another one for 1 day
EngravedFalatacotMedallionPickupTimer,Falatacot_Medallion_(High),,,Player has picked up Engraved Falatacot Medallion
UberPalliumObtained,Lady_Aerfalle_Quest,,,Aerfalle's Supreme Pallium
KilltaskOlthoiNymphWait,Olthoi_Nymph_Kill_Task,,,Olthoi Nymph Kill Task
LittoralSiraluunKillTask,Littoral_Siraluun_Kill_Task,,,Littoral Siraluun Kill Task
RiddleCoffin,Gaerlan's_Citadel,,,Player has received the corresponding Riddle.
NeydisaTranscription,Frore,,,Neydisa Frore Transcription
GearKnightPhalanxKillTask,Gear_Knight_Phalanx_Kill_Task,,,Gear Knight Phalanx Kill Task
SiraluunClawHairpinUntamed1204,Siraluun_Claw,,,You have turned in this item already.
forger'shideoutportal,,,,Forger's Hideout Portal Flag - 1 week
NanjouStockadeKeyPickup,Nanjou_Stockade,,,quest timer
ratcatcherquestcompleted,Rat_Catcher,,,Player has completed the Rat Catcher Quest.
ColoNextWaveArmed,Colosseum_Arena,,,Arena Bell is preparing to start a new wave in a Colo Arena
TradeAllianceQuestCompleted,Trade_Alliance_Quest,,,Trade Alliance Quest wait timer.
plainmukkirorbnotespickup,Faces_of_the_Mukkir_(Low),,,Timer for Alizari's Encoded notes pickup
EmpyreanRescueStarted_0910,Empyrean_Rescue_Quest,,,Player has started the Empyrean Rescue Quest
ChestQuestDeepCaverns,,,,Opened a ChestQuest
BestowerBow2,Bestowers'_Guild_of_Dereth,,,Deadeye
GaveYellowStone,Aerbax's_Prodigal_Lugian,,,Yellow Stone hand in Trial of the Mind
OlthoiTokenExp,,,,Weekly Olthoi Token of the Experience turn-in
CHDSStatueCharged0608,,,,NPC stamp for Falatacot Warden Statues.
MaruunInformer2,Portal_Space_Time_Travel,,,quest timer
IHOPwait,Tanada_House_of_Pancakes_Quest,,,Tanada House of Pancakes reward cooldown
VeryMadCowWave1CrittersKilled,Colosseum_Bosses,,,Player has killed a creature found in Very Mad Cow
KrankDeliveryStonehold,Captain_K'rank's_Errands,,,You have been given a quest to deliver something to Stonehold by Captain K'rank.
reedsharkhuntingneftetkillcount,Reedshark_Hunting:_Lost_City_of_Neftet,,,Reedshark Hunting Neftet Kill Counter
VendorTimaruJeweler,Non-quest,,,Timaru NPCs will recognize players who return to them within the next 60 minutes
SocietyFlag,Investigating_the_Societies,,,Player is flagged for access to one or more societies
DCALumStatueBitfield,Derethian_Combat_Arena,,,Player has used the Statue of Illuminating Death in Derethian Combat Arena
LadySherathVineCollectionStarted_0612,Researching_the_Lost_Rituals,,,Player has started the collection of Vines for Lady Sherath
PrismFragmentLightningPickup,Empyrean_Lightning_Propylaeum_Quest,,,Player has picked up the Lightning Fragment
ChestQuestLockedHighPOIA,,,,Opened a ChestQuestLockedHigh.
KillTaskGurogMinionCompleted1110,Gurog_Kill_Task,,,Gurog Minion Kill Task
GaveGeraineHeart2,Geraine's_Hosts,,,quest timer
TanadaClanMedallionTurnIn,Tanada_Hunting_Parties,,,Player has turned in the Tanada Clan Masters Medallion.
HighPriestofTthuunKillTask,High_Priest_of_T'thuun_Kill_Task,,,High Priest of T'thuun Kill Task
JesterReachedHallway,Releasing_Jester,,,quest timer
LubziklanWarmApplePieQuest,,,,DEPRECATED
viridianzefirkillcount,Viridian_Zefir_Kill_Task,,,Viridian Zefir Kill Counter
TumerokWarStaffQuest,,,,Tumerok War Staff Quest
KillTaskSpectralNinjasCompleted0812,Spectral_Nanjou_Shou-jen_Kill_Task,,,KillTaskSpectralNinjasCompleted0812
EyeKivikLirTrialLogic,Retired,,,You've completed the Kivik Lir Logic Trial.
KillTaskMcGreggorTentacle_0908,Weeding_of_the_Deru_Tree,,,Tentacle of Tthuun Kill Task for Valerian McGreggor
BloodJewelLowPickedUp,The_Callous_Heart_Quest_(Low),,,Player has collected the low Blood Jewel.
InvokerComplete,Invoker_Quest,,,Player has received the Invoker and cannot make it again.
SishaltiSlithisKillTask,Sishalti_Slithis_Kill_Task,,,Sishalti Slithis Kill Task
ArantahBoon1,Non-quest,,,Give Hea Arantah CurseObject1
BestowerWar2,Bestowers'_Guild_of_Dereth,,,Warlock
CloneKillerExtreme,Retired,,,Player has killed a extreme replica statue and can enter the low statue dungeon.
OlthoiNymphKillTask,Olthoi_Nymph_Kill_Task,,,Olthoi Nymph Kill Task
BoshBoshSlayerTokenPickupTimer,Killing_Bosh_Bosh,,,Player has picked up Bosh Bosh Slayer Token
AudetaungaGiven,Palenqual's_Living_Weapons,,,Aun Shimauri will give players permission to enter the Palenqual dungeon only once per month.
DesertAreaCollectionTabletWait_0511,A'nekshay_Bracer_Collecting,,,A'nekshay Bracer
RynthidArtifacts3_0813,Rynthid_Artifact_Collection,,,quest timer
FortuneCounter,,,,How many Lucky Numbers did you get?
MenhirResearchNPCCounter,Menhir_Research,,,Menhir Research Ring Counter
anekshaycrystalcollectionwait,,,,anekshay crystal collection wait
KillTaskAlteredDrudgesWait_0507,Altered_Drudge_Kill_Task,,,Altered Drudges Kill Task Wait Timer
GaerlanBreastplate,Gaerlan's_Citadel,,,Player has received the corresponding reward.
SwordLongStatuePickUp,Retired,,,Player has picked up this weapons and cannot pick up another one for 1 day
PheraionsSanctumQuest_Start,Pheraion's_Sanctum_Quest,,,Player has started Pheraions Sanctum Quest
FalatacotMagicResistance,,,,Teachings of the Falatacot
GaerlanWarhammer,Gaerlan's_Citadel,,,Player has received the corresponding reward.
GaveLeatherToNanoc,Olthoi_Weapons_Quest,,,Picked up note
rynthidragerskillcount,Kill:_Rynthid_Ragers,,,Rynthid Ragers Kill Counter
HarbingerWarrior,Harbinger,,,Player has fought against Harbinger and made a difference.
LesserShadowArmorGharundim1,Retired,,,Lesser Gharundim Shadow Armor 1
FishLargeCounter,Fishing,,,Number of Minnows turned in.
QueenElysaInDangerCompleted,Queen_Elysa_in_Danger,,,Player cooldown for Queen Elysa in Danger
grazertrust,Of_Trust_and_Betrayal,,,Pickup timer for Grazer Bug
TempleLiazkBurun80,The_Temple_of_Liazk_Itzi,,,Player killed the boss Burun monster.
TaintedAll_0813,,,,quest timer
GemNewbiePickedUp,Retired,,,Player has picked up the portal gem (removed from game)
SandMiniTwo_CanEnter_0511,The_Crystal_Sword_of_the_A'nekshay,,,Flagged to enter Ancient portal for Red Crystal Sword
HoshinoMnemosyne2,Hoshino_Fortress_Infiltration,,,quest timer
ChestQuestLockedMidPOIE,,,,Opened a ChestQuestLockedMid.
MGHVeryHardCompleted,Monthly_Game_Hunter,,,Monthly Game Hunter Kill Task wait timer.
arcticmattekarkillcount,Arctic_Mattekar_Kill_Task,,,Arctic Mattekar Kill Counter
StartedOublietteBoss_0112,,,,quest timer
GaerlanBow,Gaerlan's_Citadel,,,Player has received the corresponding reward.
RynthidAssessmentCompleted_1013,Rynthid_Training,,,Player cooldown for completing Rynthid Assessment.
GolemSamuraiKillTask,Golem_Samurai_Kill_Task,,,Golem Samurai Kill Task
ElenaGemReceived,The_Beacon,,,Beacon gem received
PickedUpSarchophagusHookable,Resting_Place_Quest,,,You picked up a coffin.
PickedUpSpearYaja,Retired,,,You have picked up Yaja's Reach.
ChestQuestLockedMidPOIF,,,,Opened a ChestQuestLockedMid.
GreaterShadowArmorSho3,Retired,,,Greater Sho Shadow Armor 3
anekshaycrystalcollectionstart,,,,anekshay crystal collection start
GiftGopher_Wait,Package_Delivery,,,Player wait timer for Package Delivery.
GaerlanNecklace,Gaerlan's_Citadel,,,Player has received the corresponding reward.
SIBlackSpearTemple_Flag,Shadow_Aspect_of_Grael_Quest,,,Access granted to the Shadow Infested Black Spear Temple
RepeatOlthoiExperimentLog,Monouga_Laboratory,,,Player has turned in Olthoi Experiment Log once before
HarbingerRaiseLoyalty,Harbinger,,,I want to raise this skill.
LesserShadowArmorSho1,Retired,,,Lesser Sho Shadow Armor 1
HarbingerEssenceless,Essenceless_Harbinger_Quest,,,Flagged for Essenceless Harbinger fight
VisionQuest3,Delving_into_Claude's_Mind,,,quest timer
EventBenTenKiller,Retired,,,Player has killed this event boss
BulbofHarvests_Flag,Harvesting_the_Bulb_of_Mornings,,,Player has completed Harvesting the Bulb of Mornings quest.
AugGemFlag,Aug_Gem:_Sir_Bellas,,,Flagged to Enter Augmentation Realm
LorcaNecklaceCompleted_1111,The_Missing_Necklace,,,Returned Lorca Sammel's Lost Necklace
TanadaInterceptKeyPickup,Tanada_Intercept,,,quest timer
GaerlanWar3,Gaerlan's_Citadel,,,Player has received the War 3 reward.
WitheredAtollAxe0105,Withered_Weapons,,,You have acquired the Insensate Axe! Now go out and kill something!
TempleCunningComplete,The_Temple_of_Ixir_Zi,,,Fellowship has completed the Cunning Test.
BlessedMoarsmanKillTask,Blessed_Moarsman_Kill_Task,,,Blessed Moarsman Kill Task
ExplorationMarkersFoundInGroupB,Dereth_Exploration,,,Amount of Group B Exploration Markers found.
mhoireSEgotsword,Castle_of_Lord_Mhoire_Quest,,,quest timer
SplitGraelMidEssenceTurnin0806,Splitting_Grael_(Mid),,,Player has turned in Essence to Soju Bo-Ki
SacrificedNuhmudira,Gelidite_Library_Quest,,,Player gave their life for Nuhmudira.
ChestQuestUnlockedNewbiePOIB,,,,Opened a ChestQuestUnlockedNewbie.
ChestQuestLockedMidMushroomAltar,,,,Opened a ChestQuestLockedMidMushroomAltar.
HarbingerRaiseDagger,Harbinger,,,I want to raise this skill.
DeservesNewYearsGift0105,,,,You deserve a New Year's gift!
spectralsamuraikillcount,Spectral_Samurai_Kill_Task,,,Spectral Samurai Kill Counter
KillTask-HarvestReaperCompletions,Harvest_Reaper_Kill_Task,,,Harvest Reaper Kill Task Completions
PalenqualTewhateGiven,Palenqual's_Living_Weapons,,,This stamp will alert Aun Imeitanua upon give that they have already spoken with him and should return the item.
MirrorShardPickup,Defeat_Hoshino_Kei,,,quest timer
BestowerUnarmed2,Bestowers'_Guild_of_Dereth,,,Pugilist
SnowTuskerKillWarriorTask,Snow_Tusker_Kill_Task,,,Snow Tusker Warrior Kill Task
GivenBlindSnowmanPeppermint,Non-quest,,,Player has given the Blind Snowman Peppermint.
BestowerStaff1,Bestowers'_Guild_of_Dereth,,,Staff Warrior
QuestLittlestNiffisNoteAcquired1204,Niffis_Fighting_Pits,,,You have acquired the Littlest Niffis note!
KillTaskRynthidWispsCompleted0813,Kill:_Empowered_Wisps,,,quest timer
SiraluunClawScissorsKithless1204,Siraluun_Claw,,,You have turned in this item already.
KillTaskSnowTusker0111,Snow_Tusker_Kill_Task,,,Player killed x/20 Snow Tuskers.
EyeKivikLirTrialArena,Retired,,,You've completed the Kivik Lir Combat Trial.
MhoireBrand1,Guardians_of_Mhoire_Castle,,,quest timer
ArbitratorEggGivenComplete,Colosseum_Bosses,,,Flagged to locked door inside Colosseum
MhoireCastleFlagStarted,Guardians_of_Mhoire_Castle,,,quest timer
ShroudBloodlustPickup,Shroud_of_Emotion,,,quest timer
ChestQuestDarkMonolith,Dark_Monolith_Quest,,,Opened a ChestQuest
wickedskeletonkillcount,Wicked_Skeleton_Kill_Task,,,Wicked Skeleton Kill Counter
UsedChestMFKs,,,,Player used Chest of Mana Forge Keys.
TempleKilledJexkiKi,Retired,,,Fellowship has killed Jexki Ki.
NiffSnitchGive,Counterfeit_Writ,,,Counterfeit Writ Quest Arcanum Turn in
JesterFree0308,Releasing_Jester,,,quest timer
BroodMothersReckGreen117,Lord_Test,,,Brood Mothers Riddle
RenegadeVaultKey_Pickup,Renegade_Living_Weapons,,,Player has picked up Vault Key in the 120+ Renegade Fortress.
RemasteredJitteCompleted,Mi_Krau-Li's_Jitte_Quest,,,Player has completed Remastered Jitte Quest
TalkedToZaikhalJeweler,,,,Talked to ROT2 Jeweler
ClaudeCount,Delving_into_Claude's_Mind,,,Player turned in a reflection in Claude's Mind.
TempleAppeasementSpoken,The_Temple_of_Ixir_Zi,,,Fellowship has spoken to the Appeasement Statue.
GauntletStage11Complete,Gauntlet,,,Player completed Stage 11 in Gauntlet.
KilltaskOlthoiNettlerWait,Olthoi_Nettler_Kill_Task,,,Olthoi Nettler Kill Task
UsedMonolithDark,Dark_Monolith_Quest,,,You have used the Dark Monolith.
HarbingerRaisePerson,Harbinger,,,I want to raise this skill.
RegaliaMaskUpper,,,,Greater Regalia Quest
KorgluukofBurBet,Monster_Fights,,,Player bet on Korgluuk of Bur
LesserShadowArmorGharundim3,Retired,,,Lesser Gharundim Shadow Armor 3
GavePleadingLetter,Lord_Mhoire_Quest,,,quest timer
PickedUpUmbralCrucibleTop,Loyalty_Reset_Quest,,,Umbral Crucible Top pickup timer
SpiritedBloodlust,Shroud_of_Emotion,,,quest timer
HealingKitPickUp,Retired,,,Player has picked up an Academy healing potion
GurogKillTask,Gurog_Kill_Task,,,Gurog Kill Task
mhoireNWw3,Castle_of_Lord_Mhoire_Quest,,,quest timer
ShoushiBraidRing1204,Lou_Ka's_Stolen_Items,,,Retreive Bai Den's Ring
ProdigalShadowRepeat,Aerbax's_Prodigal_Shadow,,,Player has completed Aerbaxs Prodigal Shadow at least once.
MollyCounter,Fishing,,,Number of Minnows turned in.
TokenAcademyGiven,,,,Second version of above so the NPC's use string will work
DCALumStatueTimeout,Derethian_Combat_Arena,,,Player has used the Statue of Illuminating Death in Derethian Combat Arena
NightClubTicket,Retired,,,Night Club Ticket Picked up
PutridMoarKillTask,Putrid_Moar_Kill_Task,,,Putrid Moar Kill Task
AttributeLoweringGemPickedUp,Attribute_and_Skill_Redistribution,,,Picked up an attribute lowering gem.
BestowerFletching2,Bestowers'_Guild_of_Dereth,,,MasterFletcher
ArtsCraftsAlchemyProportional,,,,Player has turned in extreme alchemy item.
ThirdSisterStarted_1212,Harvesting_the_Bulb_of_Twilight,,,Player has started Harvesting the Bulb of tWILIGHT quest.
GaerlanCrossbow,Gaerlan's_Citadel,,,Player has received the corresponding reward.
TempleWitSpoken,The_Temple_of_Ixir_Zi,,,Fellowship has spoken to the Wit Statue.
SpectralSamuraiKillTask,Spectral_Samurai_Kill_Task,,,Spectral Samurai Kill Task
GauntletStage8Complete,Gauntlet,,,Player completed Stage 8 in Gauntlet.
PickedUpOlthoiFemur,Olthoi_Weapons_Quest,,,Picked up note
PetGolemCastSpellOnOwner,,,,Pet Golem cast spell on Pet Owner
LoyalToShadeOfLadyAdja,Luminance_Augmentation,,,LoyalToShadeOfLadyAdja
spectralarcherkillcount,Spectral_Archer_Kill_Task,,,Spectral Archer Kill Counter
SiraluunClawHairbrushLittoral1204,Siraluun_Claw,,,You have turned in this item already.
GaveGeraineHeart4,Geraine's_Hosts,,,quest timer
InvasionQuest07,,,,Kill Dires 2 full invasion NobleC
SplinterUlgrimSamsur,Retired,,,Found Splinter4 of Ulgrim's Wand.
ArcanumResearchBypass,,,,Player may enter the research facility.
GauntletStage12Complete,Gauntlet,,,Player completed Stage 12 in Gauntlet.
DireSkeletonTitle,Dire_Champions,,,Player has received Dire Champion Skeleton Title.
RuinedWatcherFlagged,Gateway_to_the_Deep,,,Flagged to use Ruined Watcher
blessedmoarsmankillcount,Blessed_Moarsman_Kill_Task,,,Blessed Moarsman Kill Counter
SpectralArcherKillTask,Spectral_Archer_Kill_Task,,,Spectral Archer Kill Task
PaidComponentExchanger,Non-quest,,,Player paid Component Exchanger.
GotHomecomingFlag,,,,You already got your Homecoming Flag!
KillTask-PumpkinLord,Pumpkin_Lord_Kill_Task,,,Pumpkin Lord Kill Task
DoneWithHiypTheToad,Olthoi_Shield_Quest,,,Done with Hiyp
GYColoRewardGiverInProgress,Lord_Mhoire_Quest,,,Shade of Lord Cynreft Spawned
AncientEmblemOfMhoireTurnIn,Non-quest,,,Player has turned in a Ancient Emblem of Mhoire to the Arcanum Mana-smith
TaskDISocietyRocksFound,,,,Player has touched some rocks
HaveFishingLicense,Fishing,,,Player has a fishing license.
EmpyreanPortalspaceStabilizerMid_Completed,The_Empyrean_Portalspace_Stabilizer,,,Player wait timer for the mid level Empyrean Portalspace Stabilizer Quest.
ColoArenaFourWait,Colosseum_Arena,,,Cooldown for Colo Arena Four
blightedcoralgolemkillcount,Blighted_Coral_Golem_Kill_Task,,,Blighted Coral Golem Kill Counter
WickedSkeletonKillTask,Wicked_Skeleton_Kill_Task,,,Wicked Skeleton Kill Task
SandMiniThree_CrittersKilled_0511,The_Crystal_Amulet_of_the_A'nekshay,,,corrupted flame collection
KillTaskTentacleofTthuunWait_0908,Weeding_of_the_Deru_Tree,,,Tentacle of Tthuun Kill Task wait timer
RiddleRing,Gaerlan's_Citadel,,,Player has received the corresponding Riddle.
StaffStatuePickUp,Retired,,,Player has picked up this weapons and cannot pick up another one for 1 day
InvasionQuest04,,,,Kill southwest full invasion Brood Noble
HarbingerRaiseJump,Harbinger,,,I want to raise this skill.
NeftetDeviceCrystalTurnInWait,Slave_Master_Quest,,,Neftet Mumiyah Device Crystals Turned in
RingQuest05,Olthoi_Queen_Quest,,,Give MenhirRubbleB to MenhirDrummerSW
augmenteddrudgekillcount,Augmented_Drudge_Kill_Task,,,Augmented Drudge Kill Counter
ShardSoulCrystal,,,,Shard of the Soul Crystal
ColoredPortal2White,Rynthid_Training,,,Player flag for colored portal in Rynthid Assessment.
BlackMarketAdvancementWait,Non-quest,,,Cooldown for Black Market Advancement Gem
MaruunScrapPickup,Portal_Space_Time_Travel,,,quest timer
DrudgeRavenerKillTask,Drudge_Ravener_Kill_Task,,,Drudge Ravener Kill Task
FellowshipCrystalLordSlayerQuest,Aun_Golem_Hunters,,,Your fellowhsip has killed a Crystal Lord.
RoadsFailedKirLoz,Soul_Stone_Quest,,,You failed to answer Kir loz's question correctly.
ShadowTouchedVirindiParadoxKillTask,Shadow-touched_Virindi_Paradox_Kill_Task,,,Shadow-touched Virindi Paradox Kill Task
TurnedInCrystallineShard0311,Crystalline_Adventurer,,,Player turned in a Crystalline Shard.
EggRetrievalWait,,,,Cooldown for Egg Retrieval additional rewards
AsheronInvasionSpoken,,,,You have spoken to the Almighty Asheron!
FreedTempleExarch,Hoshino_Fortress_Infiltration,,,quest timer
HolchasHead_PickUp,Gauntlet,,,Pickup timer on Holchas Head.
SiraluunClawScissorsStrand1204,Siraluun_Claw,,,You have turned in this item already.
gurogkillcount,Gurog_Kill_Task,,,Gurog Kill Counter
BlightedCoralGolemKillTask,Blighted_Coral_Golem_Kill_Task,,,Blighted Coral Golem Kill Task
mhoireNWs2,Castle_of_Lord_Mhoire_Quest,,,quest timer
GreaterShadowArmorGharundim1,Retired,,,Greater Gharundim Shadow Armor 1
SiraluunClawHairbrushKithless1204,Siraluun_Claw,,,You have turned in this item already.
EmoteTestPortal,,,,Test Emote Portal Quest
GaveRedStone,Aerbax's_Prodigal_Lugian,,,Red Stone hand in Trial of the Mind
HadFishingLicense,Fishing,,,Player has already gotten a fishing license at least once.
